max_depth,eta,valor
1,0.3,3.1590705283927525
1,0.1,1.3752236144122068
1,0.01,0.7681018113798751
2,0.3,0.8896718125946963
2,0.1,1.0203154700492492
2,0.01,0.7706030171325018
3,0.3,0.8920275888955245
3,0.1,0.8121011856978225
3,0.01,0.7568267013927044
4,0.3,0.8900303095264388
4,0.1,0.7744787204211819
4,0.01,0.7518227847120941
5,0.3,0.8050241887887767
5,0.1,0.7512449682943317
5,0.01,0.7466376125358289
6,0.3,0.8048942484532998
6,0.1,0.7610661374427838
6,0.01,0.7494741098486636
7,0.3,0.8195813566463462
7,0.1,0.7575124084951809
7,0.01,0.7541099694802595
8,0.3,0.8159778077373239
8,0.1,0.7681101911095546
8,0.01,0.7628159079286493
9,0.3,0.81875664697171
9,0.1,0.7782645485758538
9,0.01,0.764502273736282
10,0.3,0.8284556080648542
10,0.1,0.7785027016325363
10,0.01,0.769106369369202
15,0.3,0.9026324591020396
15,0.1,0.8064092288684763
15,0.01,0.8110175748059917
20,0.3,0.9404584757394117
20,0.1,0.8454068971153537
20,0.01,0.8372025082332957
30,0.3,0.9576596124521027
30,0.1,0.8393693457518152
30,0.01,0.8433993995569492
40,0.3,0.9302346347685182
40,0.1,0.8438134216061115
40,0.01,0.8360752943736187
50,0.3,0.9307030431503726
50,0.1,0.8423678167911434
50,0.01,0.8378004556161546
75,0.3,0.9307030431503726
75,0.1,0.8429075626416581
75,0.01,0.8348024724493907
100,0.3,0.9307030431503726
100,0.1,0.8426411023505963
100,0.01,0.8357350659435189
